model,layer,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_n,high_freq_accuracy,hf_precision,hf_recall,hf_f1,hf_auc,hf_n,low_freq_accuracy,lf_precision,lf_recall,lf_f1,lf_auc,lf_n,accuracy_difference,cohens_h,z_statistic,p_value,p_value_corrected,significant_fdr,n_high,n_low
,12,0.94425689584191,0.950860772187865,0.936923583662714,0.943840729987557,0.986940239818267,12145,0.984987893462469,1,0.984987893462469,0.992437179799951,,2065,0.856147336983573,1,0.856147336983573,0.922499329578975,,2009,0.128840556478895,0.532369097601285,15.2823794020818,0.0,0.0,True,2065,2009
,13,0.945903664059283,0.950874271440466,0.940382081686429,0.945599072617371,0.987933602413499,12145,0.977239709443099,1,0.977239709443099,0.988488856233161,,2065,0.875062220009955,1,0.875062220009955,0.933368728431112,,2009,0.102177489433144,0.419659349136921,12.5225164663518,0.0,0.0,True,2065,2009
,14,0.944668587896253,0.954545454545454,0.933794466403162,0.944055944055944,0.987761495133755,12145,0.983050847457627,1,0.983050847457627,0.991452991452991,,2065,0.854156296665007,1,0.854156296665007,0.921342281879194,,2009,0.128894550792619,0.522572410443111,15.1173009041344,0.0,0.0,True,2065,2009
,15,0.948291477974475,0.953364423717521,0.942687747035573,0.947996025173898,0.987982863088462,12145,0.980629539951573,1,0.980629539951573,0.990220048899755,,2065,0.877551020408163,1,0.877551020408163,0.934782608695652,,2009,0.10307851954341,0.43572440701624,12.8748055744805,0.0,0.0,True,2065,2009
,16,0.946397694524495,0.951223572498751,0.941040843214756,0.946104810000827,0.987033147647842,12145,0.984987893462469,1,0.984987893462469,0.992437179799951,,2065,0.871080139372822,1,0.871080139372822,0.931098696461825,,2009,0.113907754089647,0.4888433710967,14.136413330052,0.0,0.0,True,2065,2009
,17,0.949361877315767,0.956499916345993,0.941534914361001,0.948958419785874,0.988286020305865,12145,0.987409200968523,1,0.987409200968523,0.993664717348927,,2065,0.867098058735689,1,0.867098058735689,0.928818981604905,,2009,0.120311142232833,0.521423354973467,14.8603558693655,0.0,0.0,True,2065,2009
,18,0.945409633594071,0.9517287456155,0.938405797101449,0.945020316775852,0.987430229636914,12145,0.981598062953995,1,0.981598062953995,0.990713587487781,,2065,0.864609258337481,1,0.864609258337481,0.92738921516284,,2009,0.116988804616513,0.481470579535412,14.0798866265401,0.0,0.0,True,2065,2009
,19,0.944586249485384,0.949691820756288,0.938899868247694,0.944265010351966,0.98673314973054,12145,0.980145278450363,1,0.980145278450363,0.989973098557104,,2065,0.865107018417122,1,0.865107018417122,0.927675473712303,,2009,0.11503826003324,0.46940659807066,13.8043550354218,0.0,0.0,True,2065,2009
,20,0.942445450802799,0.95143673332213,0.932476943346508,0.941861432254844,0.985823691637557,12145,0.974334140435835,1,0.974334140435835,0.98700024527839,,2065,0.860627177700348,1,0.860627177700348,0.925093632958801,,2009,0.113706962735486,0.443386773318281,13.2443789073553,0.0,0.0,True,2065,2009
,21,0.94302181967888,0.946102819237147,0.939558629776021,0.942819368699388,0.986282508791261,12145,0.984503631961259,1,0.984503631961259,0.992191312835529,,2065,0.867098058735689,1,0.867098058735689,0.928818981604905,,2009,0.117405573225569,0.496698073217026,14.3666380326898,0.0,0.0,True,2065,2009
,22,0.936681762041992,0.928421392793666,0.94631093544137,0.937280809069407,0.984743536424533,12145,0.990799031476997,1,0.990799031476997,0.995378253466309,,2065,0.87655550024888,1,0.87655550024888,0.934217506631299,,2009,0.114243531228117,0.525879456548893,14.7314351456703,0.0,0.0,True,2065,2009
,23,0.940222313709345,0.938772160210111,0.941864295125164,0.940315685629727,0.983928789538437,12145,0.987409200968523,1,0.987409200968523,0.993664717348927,,2065,0.865604778496764,1,0.865604778496764,0.927961579509071,,2009,0.121804422471758,0.525811830252747,14.9743070214123,0.0,0.0,True,2065,2009
,24,0.940057636887608,0.938752052545156,0.941534914361001,0.940141424107877,0.983842146072152,12145,0.98547215496368,1,0.98547215496368,0.992682926829268,,2065,0.872075659532105,1,0.872075659532105,0.93166710981122,,2009,0.113396495431574,0.489882287674543,14.1407205722532,0.0,0.0,True,2065,2009
,25,0.936434746809386,0.937871777924653,0.934782608695652,0.936324645331573,0.982646330645135,12145,0.983535108958837,1,0.983535108958837,0.99169921875,,2065,0.859631657541065,1,0.859631657541065,0.924518201284796,,2009,0.123903451417772,0.510714282696134,14.7816183055982,0.0,0.0,True,2065,2009
,26,0.936928777274598,0.941137346192218,0.932147562582345,0.936620883667052,0.983208658944632,12145,0.985956416464891,1,0.985956416464891,0.992928554011216,,2065,0.850671976107516,1,0.850671976107516,0.919311457772996,,2009,0.135284440357374,0.555945644152697,15.8447174152558,0.0,0.0,True,2065,2009
,27,0.931823795800741,0.93758344459279,0.925230566534914,0.931366047745358,0.980848241433225,12145,0.984503631961259,1,0.984503631961259,0.992191312835529,,2065,0.846689895470383,1,0.846689895470383,0.916981132075471,,2009,0.137813736490875,0.55501100653871,15.9010718917698,0.0,0.0,True,2065,2009
Qwen2.5-3B,0,0.791601482091395,0.817806497935738,0.750329380764163,0.782616164218844,0.883324348988926,12145,0.913317191283293,1,0.913317191283293,0.954695013920526,,2065,0.581881533101045,1,0.581881533101045,0.73568281938326,,2009,0.331435658182247,0.808596348793003,24.421202256533,0.0,0.0,True,2065,2009
,1,0.85631947303417,0.860523246125645,0.850461133069828,0.855462602501449,0.934675951808985,12145,0.959806295399515,1,0.959806295399515,0.97949098097356,,2065,0.712294673967147,1,0.712294673967147,0.831976744186046,,2009,0.247511621432367,0.728584862978314,21.4233424513344,0.0,0.0,True,2065,2009
,2,0.87303417044051,0.873515831134564,0.872364953886693,0.872940013183915,0.950528723109068,12145,0.964164648910411,1,0.964164648910411,0.981755424063116,,2065,0.761572921851667,1,0.761572921851667,0.864651031364792,,2009,0.202591727058744,0.639355240548627,18.8749859599747,0.0,0.0,True,2065,2009
,3,0.881020996294771,0.885904920767306,0.874670619235836,0.880251926742355,0.953217029869568,12145,0.978692493946731,1,0.978692493946731,0.989231522271169,,2065,0.746640119462419,1,0.746640119462419,0.85494442861214,,2009,0.232052374484312,0.761950993272534,21.6197639161255,0.0,0.0,True,2065,2009
,4,0.890078221490325,0.887326246933769,0.89361001317523,0.890457044391564,0.959079375611656,12145,0.979661016949152,1,0.979661016949152,0.98972602739726,,2065,0.786958685913389,1,0.786958685913389,0.880779944289693,,2009,0.192702331035762,0.673309371333377,19.2489106564251,0.0,0.0,True,2065,2009
,5,0.89534787978592,0.89553468446202,0.895092226613965,0.895313400873074,0.96419929938927,12145,0.973849878934624,1,0.973849878934624,0.98675171736997,,2065,0.788949726231956,1,0.788949726231956,0.882025598219254,,2009,0.184900152702668,0.629797438636737,18.3347076179454,0.0,0.0,True,2065,2009
,6,0.910909839440098,0.914865314266711,0.906126482213438,0.910474929670693,0.971167928976547,12145,0.984503631961259,1,0.984503631961259,0.992191312835529,,2065,0.805375808860129,1,0.805375808860129,0.89219740832644,,2009,0.179127823101129,0.664170495465541,18.7390451067888,0.0,0.0,True,2065,2009
,7,0.917826265953067,0.921148738379814,0.913866930171278,0.917493386243386,0.975879299658285,12145,0.981113801452784,1,0.981113801452784,0.99046687851381,,2065,0.821304131408661,1,0.821304131408661,0.901885761136922,,2009,0.159809670044123,0.59717199633063,17.176484275192,0.0,0.0,True,2065,2009
,8,0.929106628242074,0.935775213246362,0.921442687747035,0.928553647000248,0.981009460652964,12145,0.984503631961259,1,0.984503631961259,0.992191312835529,,2065,0.83026381284221,1,0.83026381284221,0.907261354364971,,2009,0.154239819119049,0.599658671110347,17.0664446864394,0.0,0.0,True,2065,2009
,9,0.940386990531082,0.94971409350824,0.930006587615283,0.939757031119986,0.985938795923206,12145,0.969975786924939,1,0.969975786924939,0.984759095378564,,2065,0.866102538576406,1,0.866102538576406,0.92824753267538,,2009,0.103873248348533,0.400934454014465,12.132220962273,0.0,0.0,True,2065,2009
,10,0.947303417044051,0.953422370617696,0.940546772068511,0.946940805836511,0.988587211435223,12145,0.982566585956416,1,0.982566585956416,0.991206643869076,,2065,0.879044300647088,1,0.879044300647088,0.935629139072847,,2009,0.103522285309328,0.445574468850139,13.0793562076239,0.0,0.0,True,2065,2009
,11,0.948620831617949,0.952341414812354,0.944499341238471,0.948404167355713,0.989978035677908,12145,0.988861985472155,1,0.988861985472155,0.994399805210616,,2065,0.881533101045296,1,0.881533101045296,0.937037037037037,,2009,0.107328884426858,0.49128493076165,13.9869643430845,0.0,0.0,True,2065,2009
,12,0.953478797859201,0.954898397488848,0.951910408432147,0.95340206185567,0.990248284649196,12145,0.989346246973365,1,0.989346246973365,0.994644595910418,,2065,0.895968143354902,1,0.895968143354902,0.945129955368863,,2009,0.0933781036184626,0.450020360329187,12.8844052548272,0.0,0.0,True,2065,2009
,13,0.956854672704816,0.957453825857519,0.956192358366271,0.956822676334871,0.991202393279656,12145,0.989346246973365,1,0.989346246973365,0.994644595910418,,2065,0.908909905425584,1,0.908909905425584,0.952281616688396,,2009,0.0804363415477806,0.406381722579164,11.7418498597053,0.0,0.0,True,2065,2009
,14,0.957348703170028,0.95840211290855,0.956192358366271,0.957295960428689,0.991454079667948,12145,0.987409200968523,1,0.987409200968523,0.993664717348927,,2065,0.911398705823792,1,0.911398705823792,0.953645833333333,,2009,0.0760104951447301,0.37958950206542,11.1215035314375,0.0,0.0,True,2065,2009
,15,0.957348703170028,0.959616021185038,0.954874835309617,0.957239557536734,0.991634552991306,12145,0.987409200968523,1,0.987409200968523,0.993664717348927,,2065,0.906421105027376,1,0.906421105027376,0.950913838120104,,2009,0.0809880959411462,0.39689014746031,11.5846030823896,0.0,0.0,True,2065,2009
,16,0.957431041580897,0.959318670415081,0.955368906455863,0.957339714497895,0.991806687389506,12145,0.990314769975786,1,0.990314769975786,0.995133819951338,,2065,0.902439024390243,1,0.902439024390243,0.948717948717948,,2009,0.087875745585543,0.438180141331006,12.5147317284249,0.0,0.0,True,2065,2009
,17,0.958913132976533,0.959136595814796,0.958662714097496,0.958899596408862,0.991894008817186,12145,0.991767554479418,1,0.991767554479418,0.99586676391928,,2065,0.911896465903434,1,0.911896465903434,0.95391825045561,,2009,0.0798710885759843,0.421011149858416,11.9683252902054,0.0,0.0,True,2065,2009
,18,0.958172087278715,0.961359867330016,0.954710144927536,0.958023467195504,0.991667135815952,12145,0.98547215496368,1,0.98547215496368,0.992682926829268,,2065,0.910900945744151,1,0.910900945744151,0.953373274290179,,2009,0.0745712092195289,0.364579453895098,10.7865808248094,0.0,0.0,True,2065,2009
,19,0.960642239604775,0.960032894736842,0.961297760210803,0.96066491112574,0.992188962701709,12145,0.994188861985472,1,0.994188861985472,0.997085964060223,,2065,0.915878546540567,1,0.915878546540567,0.956092491556248,,2009,0.0783103154449047,0.435921278921198,12.1282458745151,0.0,0.0,True,2065,2009
,20,0.959242486620008,0.962207856787667,0.956027667984189,0.959107806691449,0.991847175244017,12145,0.986924939467312,1,0.986924939467312,0.993419449183524,,2065,0.910900945744151,1,0.910900945744151,0.953373274290179,,2009,0.0760239937231609,0.377036233436386,11.0722108162603,0.0,0.0,True,2065,2009
,21,0.95907780979827,0.956144657175585,0.962285902503293,0.959205450217516,0.991854795530097,12145,0.994188861985472,1,0.994188861985472,0.997085964060223,,2065,0.91687406669985,1,0.91687406669985,0.956634640353155,,2009,0.0773147952856214,0.432325025541813,12.0376821702432,0.0,0.0,True,2065,2009
,22,0.957760395224372,0.959649412932032,0.955698287220026,0.957669774733888,0.991783473991339,12145,0.987893462469733,1,0.987893462469733,0.993909866017052,,2065,0.910403185664509,1,0.910403185664509,0.953100573215216,,2009,0.0774902768052239,0.387469151204718,11.3117923854538,0.0,0.0,True,2065,2009
,23,0.957101687937422,0.960663900414937,0.953227931488801,0.956931470612548,0.992075227898078,12145,0.979176755447941,1,0.979176755447941,0.989478835331539,,2065,0.912394225983076,1,0.912394225983076,0.954190525767829,,2009,0.0667825294648657,0.311352009186868,9.44907126640398,0.0,0.0,True,2065,2009
,24,0.957101687937422,0.95807889090609,0.956027667984189,0.957052180364355,0.992003472464028,12145,0.984019370460048,1,0.984019370460048,0.991945325848181,,2065,0.916376306620209,1,0.916376306620209,0.956363636363636,,2009,0.0676430638398393,0.333227962055326,9.96694362701265,0.0,0.0,True,2065,2009
,25,0.95850144092219,0.95910290237467,0.957839262187088,0.958470665787739,0.991844070180828,12145,0.989346246973365,1,0.989346246973365,0.994644595910418,,2065,0.909407665505226,1,0.909407665505226,0.952554744525547,,2009,0.0799385814681391,0.404649677816179,11.6962429254436,0.0,0.0,True,2065,2009
,26,0.957184026348291,0.96082337317397,0.953227931488801,0.957010582010582,0.99143029678221,12145,0.984019370460048,1,0.984019370460048,0.991945325848181,,2065,0.907914385266301,1,0.907914385266301,0.951734933472475,,2009,0.0761049851937467,0.363128132804313,10.7913767533661,0.0,0.0,True,2065,2009
,27,0.956689995883079,0.958498677248677,0.954710144927536,0.956600660066006,0.991442852627246,12145,0.986924939467312,1,0.986924939467312,0.993419449183524,,2065,0.903434544549527,1,0.903434544549527,0.949267782426778,,2009,0.0834903949177852,0.402769851227573,11.7625472953236,0.0,0.0,True,2065,2009
,28,0.954055166735282,0.961191033790565,0.94631093544137,0.953692946058091,0.991388371649541,12145,0.972881355932203,1,0.972881355932203,0.986254295532646,,2065,0.90443006470881,1,0.90443006470881,0.949817041296393,,2009,0.068451291223393,0.297723494444072,9.13574208360087,0.0,0.0,True,2065,2009
,29,0.952161383285302,0.96011396011396,0.943511198945981,0.951740177755627,0.990076190928681,12145,0.974818401937046,1,0.974818401937046,0.987248651299656,,2065,0.897959183673469,1,0.897959183673469,0.946236559139785,,2009,0.0768592182635766,0.331551769461632,10.0885518408465,0.0,0.0,True,2065,2009
,30,0.955290242898312,0.955361554933289,0.955204216073781,0.955282879024952,0.990772714906711,12145,0.990799031476997,1,0.990799031476997,0.995378253466309,,2065,0.905425584868093,1,0.905425584868093,0.950365726227795,,2009,0.085373446608904,0.433052536157016,12.3491035183366,0.0,0.0,True,2065,2009
,31,0.951585014409221,0.949508196721311,0.953886693017127,0.951692408807098,0.989657197227322,12145,0.993704600484261,1,0.993704600484261,0.996842360942433,,2065,0.898954703832752,1,0.898954703832752,0.946788990825688,,2009,0.0947498966515087,0.488123299380111,13.4937067104066,0.0,0.0,True,2065,2009
,32,0.951255660765747,0.948151782793588,0.954710144927536,0.951419661907106,0.990016123549081,12145,0.991767554479418,1,0.991767554479418,0.99586676391928,,2065,0.900945744151319,1,0.900945744151319,0.94789211835559,,2009,0.0908218103280997,0.45862640845147,12.9342924349885,0.0,0.0,True,2065,2009
,33,0.948950185261424,0.948207826372903,0.949769433465085,0.948987987493829,0.988445097167596,12145,0.988861985472155,1,0.988861985472155,0.994399805210616,,2065,0.897461423593827,1,0.897461423593827,0.945960125918153,,2009,0.0914005618783272,0.44044853864862,12.6631998516681,0.0,0.0,True,2065,2009
,34,0.948373816385343,0.948739080270314,0.947957839262187,0.948348298871406,0.98805986594371,12145,0.987893462469733,1,0.987893462469733,0.993909866017052,,2065,0.88601294176207,1,0.88601294176207,0.939561889680654,,2009,0.101880520707662,0.468268028467173,13.4463101657947,0.0,0.0,True,2065,2009
,35,0.948373816385343,0.951867219917012,0.944499341238471,0.948168967512606,0.987354026776112,12145,0.983050847457627,1,0.983050847457627,0.991452991452991,,2065,0.886510701841712,1,0.886510701841712,0.939841688654353,,2009,0.0965401456159148,0.426087111929439,12.5363500290104,0.0,0.0,True,2065,2009
Qwen3-4B-Base,0,0.79934129271305,0.834529725750046,0.746706192358366,0.788179052585832,0.886952052617614,12145,0.872738615096693,1,0.872738615096693,0.932045303131245,,1603,0.483643361128928,1,0.483643361128928,0.651967142239515,,1559,0.389095253967764,0.873969660886613,23.4670817918248,0.0,0.0,True,1603,1559
,1,0.866117743927542,0.88104216660953,0.846508563899868,0.863430203258861,0.94060891400998,12145,0.931378665003119,1,0.931378665003119,0.964470284237726,,1603,0.651699807568954,1,0.651699807568954,0.789126213592233,,1559,0.279678857434164,0.732439517044353,19.4233200793528,0.0,0.0,True,1603,1559
,2,0.892960065870728,0.901413189771197,0.882411067193675,0.891810918774966,0.960304492530167,12145,0.961322520274485,1,0.961322520274485,0.980279898218829,,1603,0.706863373957665,1,0.706863373957665,0.8282600526118,,1559,0.25445914631682,0.748340025160591,19.3133031274069,0.0,0.0,True,1603,1559
,3,0.913791683820502,0.918540729635182,0.908102766798419,0.913291925465838,0.973023075419463,12145,0.971927635683094,1,0.971927635683094,0.985763998734577,,1603,0.767799871712636,1,0.767799871712636,0.868650217706821,,1559,0.204127763970457,0.668894382325295,17.1362118929686,0.0,0.0,True,1603,1559
,4,0.930671058048579,0.937144767636242,0.923254281949934,0.930147668823627,0.98074266928479,12145,0.976918278228321,1,0.976918278228321,0.988324392552855,,1603,0.802437459910198,1,0.802437459910198,0.890391459074733,,1559,0.174480818318123,0.616152923435941,15.7331422733148,0.0,0.0,True,1603,1559
,5,0.941622066694112,0.948186528497409,0.934288537549407,0.941186229780174,0.985296088520714,12145,0.982532751091703,1,0.982532751091703,0.991189427312775,,1603,0.818473380372033,1,0.818473380372033,0.900176366843033,,1559,0.164059370719669,0.615162084947277,15.4879161877111,0.0,0.0,True,1603,1559
,6,0.941045697818032,0.957777777777777,0.922760210803689,0.939942962590169,0.985003887159454,12145,0.978165938864628,1,0.978165938864628,0.988962472406181,,1603,0.797305965362411,1,0.797305965362411,0.887223411848679,,1559,0.180859973502216,0.637400235721333,16.1856160285913,0.0,0.0,True,1603,1559
,7,0.948044462741869,0.960399390759857,0.93461791831357,0.947333277689675,0.987674702515963,12145,0.976294447910168,1,0.976294447910168,0.98800505050505,,1603,0.82937780628608,1,0.82937780628608,0.906732117812061,,1559,0.146916641624087,0.542470821128389,14.0111518458012,0.0,0.0,True,1603,1559
,8,0.95356113627007,0.958236272878535,0.948451910408432,0.953318986922694,0.990013411703501,12145,0.981908920773549,1,0.981908920773549,0.99087189172175,,1603,0.868505452212957,1,0.868505452212957,0.929625815310676,,1559,0.113403468560592,0.47233527477431,12.1787754967188,0.0,0.0,True,1603,1559
,9,0.954219843557019,0.959666666666666,0.94828722002635,0.953943008614976,0.99002904549327,12145,0.989394884591391,1,0.989394884591391,0.994669175290059,,1603,0.860166773572803,1,0.860166773572803,0.924827586206896,,1559,0.129228111018588,0.560185181771989,13.8510422920215,0.0,0.0,True,1603,1559
,10,0.954631535611362,0.963404398187006,0.945158102766798,0.954194031091528,0.990522113256651,12145,0.978789769182782,1,0.978789769182782,0.989281210592686,,1603,0.864015394483643,1,0.864015394483643,0.927047487955953,,1559,0.114774374699138,0.463036979006027,12.0463193876217,0.0,0.0,True,1603,1559
,11,0.955948950185261,0.959197213468236,0.952404479578392,0.955788777786959,0.990489598228145,12145,0.980037429819089,1,0.980037429819089,0.989918084436042,,1603,0.883899935856318,1,0.883899935856318,0.938372488934286,,1559,0.0961374939627711,0.411869645918137,10.7829194422252,0.0,0.0,True,1603,1559
,12,0.954878550843968,0.959261722647156,0.950098814229249,0.95465828231011,0.991362554879618,12145,0.978165938864628,1,0.978165938864628,0.988962472406181,,1603,0.876202694034637,1,0.876202694034637,0.934017094017094,,1559,0.101963244829991,0.422476911812036,11.0819687488358,0.0,0.0,True,1603,1559
,13,0.959407163441745,0.964839193467755,0.953557312252964,0.959165079102128,0.991396751252384,12145,0.986275733000623,1,0.986275733000623,0.993090452261306,,1603,0.876844130853111,1,0.876844130853111,0.934381408065618,,1559,0.109431602147512,0.482299844308437,12.2473712574901,0.0,0.0,True,1603,1559
,14,0.957760395224372,0.961480989540096,0.953722002635046,0.957585779247623,0.992285558641274,12145,0.978789769182782,1,0.978789769182782,0.989281210592686,,1603,0.890955740859525,1,0.890955740859525,0.942333785617367,,1559,0.0878340283232569,0.380755833208365,10.051234010276,0.0,0.0,True,1603,1559
,15,0.959407163441745,0.959782429536838,0.95899209486166,0.959387099431584,0.992478153914375,12145,0.981285090455396,1,0.981285090455396,0.990554156171284,,1603,0.900577293136626,1,0.900577293136626,0.947688153898076,,1559,0.08070779731877,0.367108744399956,9.66742841096483,0.0,0.0,True,1603,1559
,16,0.9603128859613,0.968017414601473,0.952075098814229,0.959980073065426,0.992041424742922,12145,0.98565190268247,1,0.98565190268247,0.99277411247251,,1603,0.872354073123797,1,0.872354073123797,0.93182596779719,,1559,0.113297829558673,0.490555191742311,12.4664324843362,0.0,0.0,True,1603,1559
,17,0.957348703170028,0.957194599934145,0.957509881422924,0.957352214720895,0.992072529611726,12145,0.977542108546475,1,0.977542108546475,0.988643533123028,,1603,0.901860166773572,1,0.901860166773572,0.948397976391231,,1559,0.0756819417729025,0.336422187469575,8.97500421307481,0.0,0.0,True,1603,1559
,18,0.957925072046109,0.95875268107573,0.957015810276679,0.957883458336767,0.992084176988493,12145,0.981285090455396,1,0.981285090455396,0.990554156171284,,1603,0.896087235407312,1,0.896087235407312,0.945196211096075,,1559,0.0851978550480837,0.381966960403683,10.0292988761178,0.0,0.0,True,1603,1559
,19,0.959324825030876,0.968110104061765,0.949934123847167,0.958935993349958,0.992164081518512,12145,0.971927635683094,1,0.971927635683094,0.985763998734577,,1603,0.887107119948685,1,0.887107119948685,0.940176750509857,,1559,0.084820515734409,0.348639495358511,9.35250633938671,0.0,0.0,True,1603,1559
,20,0.959818855496088,0.966577540106951,0.952569169960474,0.959522229595222,0.991757494510682,12145,0.984404242046163,1,0.984404242046163,0.992140836215026,,1603,0.880051314945477,1,0.880051314945477,0.936199249402934,,1559,0.104352927100685,0.456905518397912,11.729957772016,0.0,0.0,True,1603,1559
,21,0.959654178674351,0.964392678868552,0.954545454545454,0.959443800695249,0.992051865348406,12145,0.98378041172801,1,0.98378041172801,0.991823899371069,,1603,0.883899935856318,1,0.883899935856318,0.938372488934286,,1559,0.0998804758716919,0.439990352438082,11.3523935711286,0.0,0.0,True,1603,1559
,22,0.959489501852614,0.967806841046277,0.950592885375494,0.959122632103689,0.991688694988314,12145,0.98565190268247,1,0.98565190268247,0.99277411247251,,1603,0.874278383579217,1,0.874278383579217,0.932922655715263,,1559,0.111373519103252,0.484769813253615,12.332056491768,0.0,0.0,True,1603,1559
,23,0.95907780979827,0.967152673035026,0.950428194993412,0.958717501453609,0.991302690888437,12145,0.985028072364316,1,0.985028072364316,0.992457573852922,,1603,0.876844130853111,1,0.876844130853111,0.934381408065618,,1559,0.108183941511205,0.471805887945366,12.0556409485848,0.0,0.0,True,1603,1559
,24,0.956360642239604,0.966341299225849,0.945652173913043,0.955884801065423,0.990393829401482,12145,0.974422956955708,1,0.974422956955708,0.987045813586098,,1603,0.87107119948685,1,0.87107119948685,0.931093589304079,,1559,0.103351757468857,0.41329922448934,10.9292285751659,0.0,0.0,True,1603,1559
,25,0.955701934952655,0.96239973262032,0.948451910408432,0.955374917053749,0.989698891853116,12145,0.988147223955084,1,0.988147223955084,0.99403828051459,,1603,0.864015394483643,1,0.864015394483643,0.927047487955953,,1559,0.12413182947144,0.537177892122119,13.4103467816661,0.0,0.0,True,1603,1559
,26,0.954549197200494,0.960153384461487,0.948451910408432,0.954266777133388,0.989470134119204,12145,0.986899563318777,1,0.986899563318777,0.993406593406593,,1603,0.86529826812059,1,0.86529826812059,0.927785419532324,,1559,0.121601295198187,0.52218407368744,13.1369653105984,0.0,0.0,True,1603,1559
,27,0.954549197200494,0.960614152202937,0.947957839262187,0.954244031830238,0.98924022385092,12145,0.986899563318777,1,0.986899563318777,0.993406593406593,,1603,0.862091084028223,1,0.862091084028223,0.925938684119876,,1559,0.124808479290554,0.53153154775523,13.3512423987646,0.0,0.0,True,1603,1559
,28,0.953067105804858,0.957432657133355,0.94828722002635,0.952837994373655,0.988989093390971,12145,0.986899563318777,1,0.986899563318777,0.993406593406593,,1603,0.86337395766517,1,0.86337395766517,0.926678141135972,,1559,0.123525605653607,0.527803658034244,13.2658254500186,0.0,0.0,True,1603,1559
,29,0.949608892548373,0.957439678284182,0.941040843214756,0.949169435215946,0.988555943855684,12145,0.98378041172801,1,0.98378041172801,0.991823899371069,,1603,0.847979474021808,1,0.847979474021808,0.917736896910794,,1559,0.135800937706201,0.545635933994884,13.8252036842841,0.0,0.0,True,1603,1559
,30,0.949608892548373,0.953639082751744,0.945158102766798,0.949379652605459,0.988520161053254,12145,0.986275733000623,1,0.986275733000623,0.993090452261306,,1603,0.850545221295702,1,0.850545221295702,0.919237435008665,,1559,0.135730511704921,0.559030254078895,14.0137908601672,0.0,0.0,True,1603,1559
,31,0.951420337587484,0.956376956376956,0.945981554677206,0.951150852790197,0.98799876806279,12145,0.984404242046163,1,0.984404242046163,0.992140836215026,,1603,0.855035279025016,1,0.855035279025016,0.921853388658367,,1559,0.129368963021147,0.530778148617654,13.453735496779,0.0,0.0,True,1603,1559
,32,0.95043227665706,0.959200805910006,0.940876152832674,0.949950116395078,0.98813989250678,12145,0.982532751091703,1,0.982532751091703,0.991189427312775,,1603,0.842847979474021,1,0.842847979474021,0.914723285764009,,1559,0.139684771617681,0.55013385885803,13.9818525940674,0.0,0.0,True,1603,1559
,33,0.950514615067929,0.958438076085134,0.941864295125164,0.950078910208489,0.987749549453975,12145,0.981908920773549,1,0.981908920773549,0.99087189172175,,1603,0.846055163566388,1,0.846055163566388,0.916608756080611,,1559,0.13585375720716,0.536563680318893,13.6896406649977,0.0,0.0,True,1603,1559
,34,0.951585014409221,0.960840336134453,0.941534914361001,0.951089668940276,0.987880802780053,12145,0.978165938864628,1,0.978165938864628,0.988962472406181,,1603,0.853110968569595,1,0.853110968569595,0.920733817930079,,1559,0.125054970295032,0.490035546118565,12.7092685035696,0.0,0.0,True,1603,1559
,35,0.948044462741869,0.959466306367167,0.93560606060606,0.947385975152172,0.987138435052491,12145,0.970679975046787,1,0.970679975046787,0.985121874010762,,1603,0.839640795381654,1,0.839640795381654,0.912831241283124,,1559,0.131039179665132,0.479855264464359,12.6279071335643,0.0,0.0,True,1603,1559
Qwen3-8B-Base,0,0.789378344997941,0.808895921237693,0.757740447957839,0.782482993197278,0.881567045934542,12145,0.875857766687461,1,0.875857766687461,0.933821084137013,,1603,0.515715202052597,1,0.515715202052597,0.680490901396529,,1559,0.360142564634863,0.819223968411281,22.0582717421612,0.0,0.0,True,1603,1559
,1,0.86125977768629,0.880882097586386,0.835474308300395,0.857577550502916,0.938674079984692,12145,0.928259513412351,1,0.928259513412351,0.962795211905532,,1603,0.63758819756254,1,0.63758819756254,0.778691735213474,,1559,0.290671315849811,0.749713706664801,19.8892122902899,0.0,0.0,True,1603,1559
,2,0.886620008233841,0.897813929842399,0.872529644268774,0.884991230268103,0.954840706732991,12145,0.965689332501559,1,0.965689332501559,0.982545223738495,,1603,0.692110327132777,1,0.692110327132777,0.818043972706595,,1559,0.273579005368782,0.803818151766272,20.5138223618611,0.0,0.0,True,1603,1559
,3,0.90769864141622,0.921361702127659,0.891469038208168,0.906168912697748,0.969187318997866,12145,0.964441671865252,1,0.964441671865252,0.981899015560495,,1603,0.72674791533034,1,0.72674791533034,0.841753343239227,,1559,0.237693756534912,0.720702602522958,18.5749906456291,0.0,0.0,True,1603,1559
,4,0.924166323589954,0.936599423631123,0.909914361001317,0.923064071506139,0.977713646245601,12145,0.971927635683094,1,0.971927635683094,0.985763998734577,,1603,0.762026940346375,1,0.762026940346375,0.864943574808882,,1559,0.209900695336718,0.682508315258534,17.4577269704377,0.0,0.0,True,1603,1559
,5,0.931741457389872,0.938304631332553,0.924242424242424,0.931220443043225,0.981275248638274,12145,0.978789769182782,1,0.978789769182782,0.989281210592686,,1603,0.803720333547145,1,0.803720333547145,0.891180654338549,,1559,0.175069435635636,0.625647306652725,15.8877764369463,0.0,0.0,True,1603,1559
