Models,layer,accuracy,precision,recall,f1,auc,n_high,n_low
,10,0.8988708885616102,0.908955962394854,0.8895883777239709,0.8991678903573177,0.966488332768884,13768,13391
,11,0.9047619047619048,0.9144834404349976,0.8958837772397095,0.9050880626223092,0.9691632207126044,13768,13391
,12,0.911389297987236,0.910009624639076,0.9157384987893462,0.9128650736181512,0.969153578870868,13768,13391
,13,0.9131075110456554,0.90991854336368,0.9196125907990316,0.9147398843930636,0.9720569784637412,13768,13391
,14,0.9128620520373096,0.9150485436893204,0.9128329297820824,0.913939393939394,0.9721325463983502,13768,13391
,15,0.9140893470790378,0.9077508321445554,0.924455205811138,0.9160268714011516,0.97375129110287,13768,13391
,16,0.9131075110456554,0.9083532219570406,0.921549636803874,0.914903846153846,0.9728319414933044,13768,13391
,17,0.917771232204222,0.9256889763779528,0.9108958837772396,0.918232853307298,0.9735647214652706,13768,13391
,18,0.9209621993127148,0.9171852561033988,0.9278450363196126,0.9224843524313914,0.975251079584967,13768,13391
,19,0.9153166421207658,0.9103053435114504,0.9239709443099272,0.9170872386445564,0.9742136174141304,13768,13391
,20,0.9143348060873834,0.9161008729388944,0.914769975786925,0.9154349406348438,0.9729365554761444,13768,13391
,21,0.9150711831124202,0.9236076885165106,0.9075060532687652,0.915486077186126,0.9715310159970209,13768,13391
,22,0.9167893961708394,0.9302093718843468,0.90363196125908,0.9167280766396464,0.973313310441994,13768,13391
,23,0.9121256750122728,0.9165446559297218,0.9094430992736078,0.912980068060282,0.9722259517401716,13768,13391
,24,0.9081983308787432,0.9126403123474864,0.9055690072639224,0.9090909090909092,0.9690600530060248,13768,13391
,25,0.9054982817869416,0.9133858267716536,0.8987893462469734,0.9060288015621186,0.9684024793996024,13768,13391
,26,0.9069710358370152,0.9185700099304864,0.8958837772397095,0.9070850698700662,0.9678539791278232,13768,13391
,27,0.8976435935198822,0.9047151277013752,0.8920096852300242,0.8983174835405998,0.9658510070301076,13768,13391
,28,0.8991163475699558,0.9122632103688934,0.8861985472154964,0.899042004421518,0.9643302475422342,13768,13391
,29,0.8961708394698086,0.9052319842053308,0.888135593220339,0.8966022977267172,0.9634494652996142,13768,13391
,30,0.8892979872361315,0.9063444108761328,0.8716707021791767,0.8886694643297951,0.9600049173392856,13768,13391
,31,0.8848797250859106,0.8970149253731343,0.8731234866828087,0.8849079754601227,0.9541629254312012,13768,13391
